Group,Segment,mean_psi,std_psi,mean_dist_cmass,std_mean_dist_cmass,mean_dist_nearest,std_mean_dist_nearest,var_angle,std_var_angle,vicsek_order,std_vicsek_order,Manual,Emerged,mean_beauty,std_mean_beauty
A_2,1,-2.446541905009146,0.4273703940440529,0.2211304165079205,0.04234324904288755,0.14543344945883732,0.02148899838727596,6.275370206243005,3.735642738294003,0.27078144366551277,0.14042992713063424,1,0,4.113636363636363,1.9791460349060002
A_2,2,-1.1585179566438246,0.8410101629222089,0.1867367146279819,0.007012323906404237,0.12167950435536043,0.009016708342478294,3.914421316765258,2.5482900221661215,0.21735578856475446,0.1009032619819802,1,0,5.5,2.096508725765123
A_2,3,-4.55930806887921,1.3602815913257473,0.1822536463236783,0.005900504003400414,0.10696889113404634,0.00744862889546819,4.949722584772599,3.143202526953484,0.18524893187000474,0.07556876254723505,1,0,6.25,1.8939929520263747
A_2,4,-5.521123091122657,2.743204868437092,0.1639528715310022,0.01468241953330471,0.10322426306624968,0.012525633907951111,5.969588263400181,3.772577476356436,0.2416796224044785,0.10994295290095289,1,0,5.159090909090909,1.9993392143077975
A_2,5,-4.62826156340728,3.729847439866466,0.20566728739634269,0.01644936811743197,0.12636987589342627,0.011809756984187956,5.305102505239298,3.592198808545563,0.20339473239887554,0.09296309055567137,1,0,5.113636363636363,2.0933550359539854
A_2,6,-3.734819700384874,2.4186035490577287,0.2546362054806214,0.017186617144583922,0.14873428692227503,0.018005793606466623,5.68553452229541,4.598011879452483,0.28879641251311816,0.1083626020182203,1,0,3.590909090909091,1.7694852992046812
A_2,7,-3.650016888064359,3.5409341247372765,0.2459940250422609,0.01216513885282279,0.1465975632519955,0.011953392932374308,4.738839164140688,4.081530566795279,0.3827204751246017,0.13840127055580534,1,0,3.227272727272727,1.7635012262691665
A_2,8,-4.458667130945232,1.479845431119325,0.22233004388248317,0.016798634658519877,0.11876275994268169,0.027299036987818253,3.456342145457534,2.47099282906244,0.2817629520259983,0.13858198320264578,1,0,3.1818181818181817,1.7688878028853658
A_2,9,-3.2872465001623894,2.4824132564571397,0.1861438031806296,0.018586413621676488,0.1112583065925264,0.013353363577002187,4.134798518888775,3.7819479447408524,0.3598825309111067,0.13231800094344126,1,0,4.363636363636363,2.080819484039536
A_2,10,-4.052817000878616,0.9040662984299311,0.2593296763851923,0.022854084647239616,0.14875257387408733,0.012390036078089074,4.565314405284466,3.600810735236474,0.31766315447889937,0.14777013485683965,1,0,3.4318181818181817,1.6621326630053257
A_2,11,-7.04984233731021,2.2496320559688123,0.23884530549959856,0.012191773121691037,0.13688851007351074,0.010262451530672699,4.671099640810799,3.7065189697542076,0.28363280623350856,0.13179267018276555,1,0,3.3636363636363638,1.7926323257687622
A_2,12,-4.868892005064072,1.8021778190196618,0.22330020047888968,0.023944805182475208,0.11483651032484156,0.01699807919025782,5.229005261510933,3.328962748152217,0.5176536270744926,0.18132379757376407,1,0,3.409090909090909,1.9207336512346527
A_2,13,-8.743191045241407,3.257211112801956,0.2145287739745017,0.02248202773937829,0.11800156183254425,0.015857861880456518,4.571914583031336,3.5120121879741806,0.3766781649576843,0.21113075192179911,1,0,3.6363636363636362,1.8183932223820771
A_2,14,-0.23879375130009914,1.76716004054466,0.24221700889430878,0.012637507060418116,0.11950327354331955,0.01234658220349288,3.422751883648257,3.6775984616512414,0.5913997593704311,0.1584621266902129,1,0,4.9772727272727275,2.172648542984328
A_2,15,-2.4469320812482667,3.0636308885394925,0.2058494480856203,0.01996032814934241,0.1136845864050442,0.010843769995822016,5.573049303134954,5.824187917524056,0.7580336372518275,0.08388136307139882,1,0,5.0,2.011594300028457
A_2,16,-8.683978070772623,1.56481246209165,0.20757762354786208,0.016872379603007436,0.09651393426751133,0.007893812245412198,1.7971682760872407,3.0951661327470648,0.817932304873302,0.06941780284937969,1,0,5.25,2.2321644517227854
A_2,17,-6.943176530645216,2.5284832565936566,0.17360020172931362,0.012257956280785444,0.08537491408104163,0.007049112617127363,1.083406186177812,1.763094200649502,0.8072039388447827,0.09205916622908647,1,0,4.75,2.2632041497080673
A_2,18,-6.288270035934518,1.6956930789317588,0.1942713014380459,0.01438203031959674,0.10032230293479284,0.010191444309302243,5.777264106435303,5.903143025458192,0.7481092546838647,0.15366636065253977,1,0,4.7272727272727275,2.061424618746411
A_2,19,-16.895645994011247,7.593251905143826,0.1992232596720627,0.019856331254223748,0.1259383699408239,0.006756187228986523,4.448370122832825,5.076264763451085,0.6239145570847632,0.0926830167471653,1,0,4.931818181818182,1.78361701062531
A_2,20,-13.589377002600296,3.878988686780594,0.24121334017026103,0.011858930670073412,0.13882902601612118,0.02387204096724169,1.9183144340725813,1.5590424389209026,0.5594851248185431,0.11237486875604798,1,0,4.340909090909091,2.067952383714572
A_2,21,-14.504476179340104,1.7154514789218942,0.2956001022702192,0.01658940368903662,0.132139580387354,0.01652007881762695,5.686185419045747,5.600519896196515,0.46630759528302584,0.1749018067862494,1,0,3.25,1.4487364181597442
A_2,22,-8.609321252629835,3.9303660701085725,0.30513509011671114,0.021918462225457524,0.14113030231834503,0.0071986707510861316,6.429025501705629,3.2721421443265086,0.25346169990163536,0.1084639067083304,1,0,4.136363636363637,1.8247766233592984
A_3,1,-2.4599403017431567,2.219509625801466,0.24240849326215433,0.007609104637324113,0.12858427337035125,0.00927375954870606,7.272434388786957,3.0956081179153023,0.11391382707636785,0.05317586800678024,0,1,6.0227272727272725,1.8737927755625825
A_3,2,-0.35733531324028445,1.8666355846427127,0.2177021348193253,0.0092818734024216,0.11778318040679413,0.004962498920894406,4.895305471104859,2.787533969134662,0.10191549895220417,0.049746749354752526,0,1,6.795454545454546,1.8749207171398619
A_4,1,-2.4591229551878433,1.935310771896151,0.31631808977755965,0.016028975321177287,0.17648768072383245,0.014491756687751727,5.653186582575205,3.3623461718400285,0.19834979553483162,0.09527070295946617,0,1,3.5681818181818183,1.8726641546045582
A_4,2,-2.6810674950583357,1.753955824688658,0.2643023781864012,0.024944068680274427,0.15237724890825038,0.01263316593215275,5.325548263049094,3.678494911098493,0.2502833767951007,0.12607305145678377,0,1,3.2045454545454546,1.7196476850438094
A_4,3,-2.5917181134811975,1.096123428694,0.2772064386753898,0.01698295160820675,0.15865635594492652,0.011813751606062475,4.5341637379494335,3.7782272837872837,0.32119281739150973,0.19155675263182467,0,1,3.4545454545454546,1.7043657410547723
A_4,4,-0.2454891662625992,2.7252100833389514,0.2972423884970086,0.012260394202749467,0.1917199906486661,0.021104315746186368,5.950036041344288,3.4385791534441106,0.19585983518089878,0.0969334149125602,0,1,3.3181818181818183,1.7754492032018563
A_5,1,-5.89160548234988,1.640400397933566,0.2583796300348899,0.04514878722572157,0.1518401151756096,0.02514266388241416,5.8724213718070395,4.281915931119894,0.3960326002837912,0.164429446393174,1,0,4.090909090909091,2.043915324079854
A_5,2,-5.527096190332213,1.3122451552132148,0.29998679557569297,0.03520314690289219,0.17753864442854225,0.00840800687620279,6.444489237459454,4.53534633250544,0.23112962852996943,0.12869863383170335,1,0,3.75,1.699863195589848
A_5,3,-3.5019342265510205,1.5407388873841354,0.2359177064620759,0.026136317450042985,0.14339686782322486,0.019024309338799564,3.6091911041634273,2.6289394981383887,0.3275785989042466,0.14843236546300975,1,0,3.4318181818181817,1.7035902891100623
A_5,4,-7.66082045802529,3.0435670914129966,0.2519182213139046,0.0206616065509275,0.14681142226692176,0.016215688414073094,5.406073418111845,4.773267838822866,0.5531210379744558,0.12146032889697966,1,0,3.977272727272727,1.7585490367310597
A_5,5,-8.62155948784689,2.0750213331696865,0.28801415174952205,0.035016719141926146,0.13904059355146614,0.01523093304523497,4.1476770795912055,3.344704014616826,0.2919539224928835,0.18395598447219366,1,0,3.727272727272727,1.8345981926681456
A_5,6,-4.918055587376783,1.1293118917174787,0.2990130289509105,0.035356121909047904,0.1563068818780316,0.013281090111137624,5.455505383191999,3.279572510632969,0.20560325431069687,0.10490134875872885,1,0,3.7045454545454546,1.7859860862311934
A_5,7,-1.2492873953177137,1.4698005851662623,0.258428656803448,0.06616017214008098,0.11040464025913303,0.021906070910939136,5.0255573859744915,4.869502510579337,0.35328806757619685,0.20747391057951475,1,0,4.340909090909091,2.0339351458662227
A_5,8,-4.489255814255032,4.39211221363669,0.19645900714535028,0.047272350625249454,0.10557393044834831,0.010403651803129436,3.631196243815967,4.0577468672594845,0.4354095586808915,0.1791195795283759,1,0,3.6818181818181817,2.008965107557288
A_5,9,-4.3184796288217315,1.3083873557621106,0.20623472742777527,0.028898367558160935,0.1261787093228702,0.02197370619641758,7.3649645230945975,5.436773076083897,0.4086174966935979,0.16954634352480893,1,0,2.9318181818181817,1.9457494194738088
A_5,10,-6.7586699100745875,2.434771913455822,0.2343796328063537,0.029440904828234023,0.11654977023221552,0.019372918728373562,2.958815831235169,3.4088416391333385,0.4839140370429845,0.19187651343957127,1,0,3.7954545454545454,1.862475789816683
A_5,11,-7.2680113916557865,0.8970746127520053,0.2572839755530165,0.032863360229068925,0.13150715938313307,0.013484857497183906,10.329353335188339,6.100878827712833,0.41096346199893724,0.19429962691092428,1,0,3.590909090909091,1.6887890503729646
A_5,12,-5.059894062260231,1.0364708163271041,0.2694465130107563,0.037563912889195444,0.14268553070696413,0.020141685961096747,4.0959126188033705,3.451312389448758,0.310970359597557,0.13098209943074235,1,0,3.977272727272727,2.028731260798538
A_5,13,-4.8682574377825745,0.7887381641140547,0.21556012461690777,0.02072755833670448,0.11851551363678438,0.022401532557436713,6.116952017866461,8.318603555143373,0.7837759136698258,0.21585388739027672,1,0,4.909090909090909,2.2600492052492998
A_5,14,-6.307035128095298,1.9246608854438034,0.1765623804983792,0.016763590381631496,0.0962022721717383,0.016595638891577644,7.711475527742995,6.679012119444931,0.7879157558197828,0.25662696836583226,1,0,5.659090909090909,1.8545128090647425
A_5,15,-5.214868947754981,1.6221383319007476,0.21529435027643348,0.016671543387773356,0.10242504991611416,0.01557991219667746,6.967535421141744,7.347221020908503,0.8232751339904095,0.2066594964562105,1,0,5.181818181818182,2.365180825701575
A_5,16,-5.963690119011755,0.3276247756116074,0.20189036037288768,0.025996065183696543,0.11272454785966182,0.020598726454631885,3.983767424727368,6.775931663519681,0.7813494583207236,0.18700867746331465,1,0,4.75,2.1794494717703365
A_6,1,-5.877504134069563,0.5725193677604012,0.36242356908695494,0.013174502937188878,0.212972562256674,0.029200969393418864,4.0416628329537225,3.3563405225302065,0.30728047890037435,0.17644928989947795,0,1,2.6363636363636362,1.9776766859109634
A_6,2,-5.382278269020885,0.788761334068349,0.2828129206884384,0.058197689636158435,0.17966813725197953,0.018506355596348816,4.398332155676879,3.3392568931058877,0.3418473746984365,0.1556193686213582,0,1,3.159090909090909,1.5692270622630395
A_6,3,-6.086919646904996,1.1889420496426646,0.19988416983219104,0.019349167537423988,0.1260856236450369,0.009644333629102463,4.676007011042728,3.5042157237618934,0.30053926216630206,0.13159092002337996,0,1,3.840909090909091,1.7110201202815987
A_6,4,-8.541745890697026,2.4592980775025866,0.2415462465815627,0.01926682266726322,0.1367155951132212,0.011789304836596582,4.654171770522824,3.186852100332549,0.2838659610036535,0.12652146777183093,0,1,3.5681818181818183,1.6480817217365764
A_6,5,-3.923373618939698,0.6372370287406265,0.26437562649517543,0.010738454381048796,0.14752760863468714,0.02161249576214445,6.234075343198838,3.915557161871258,0.354470456026484,0.1373199784982449,0,1,4.136363636363637,1.7466367560877394
A_6,6,-7.975683273958838,2.282638665534001,0.22418526840826847,0.009009894187427798,0.13827368363045667,0.010131401926986082,2.359769996079281,1.2464570187072517,0.3943937142146933,0.11061701402153301,0,1,3.9545454545454546,1.9284232076111503
A_6,7,-10.381829400020516,1.48443656692256,0.29713489237288154,0.03020550550306846,0.18144779114716267,0.017755402885315873,6.176373772832966,4.312042694529495,0.29034263670700694,0.14532930438494526,0,1,4.704545454545454,1.7331185154465085
A_6,8,-12.251894359982996,3.312728341843113,0.28662153969973236,0.03910079308381241,0.15673835295774652,0.0383913698245133,4.2835203186022754,2.745902601526706,0.2769532772304846,0.10981368930685854,0,1,4.613636363636363,1.5282747392556533
A_6,9,-2.7523392737320607,2.3179368721518063,0.26035032548956777,0.01027051807786269,0.13923809917327964,0.006792790305133774,6.210815090246187,4.009321472421002,0.2365261749476326,0.11419889324868887,0,1,4.75,1.8188291659426734
A_6,10,-2.7673535638134674,0.9979278751875242,0.24232525921430162,0.003261632797564602,0.1339242780539364,0.005263480042636647,3.9845214987992987,2.0415204120951445,0.20500724289909786,0.07342532003140488,0,1,6.659090909090909,2.0566758211745
A_6,11,-1.9083325667696183,1.0767906206782665,0.2550165339716043,0.008389082001649534,0.13262926224849,0.008194147817559647,6.709543662368787,3.6322192391509356,0.15055045510894124,0.05763037043147102,0,1,6.181818181818182,2.1810252258836442
A_6,12,-0.23504752607182897,1.176403365079553,0.2659692622636477,0.005962583092685259,0.14472493002411474,0.0030565721266500884,6.090441030449589,3.658520342331951,0.19155170418619402,0.06236335614870093,0,1,6.863636363636363,2.1085750626728954
A_6,13,-2.4165143370408377,0.7239379150301986,0.26270608666268597,0.005246986990018915,0.14132433021690893,0.007241509618191218,5.404162019302305,3.073423409942918,0.15204259846969972,0.05184919632151408,0,1,6.568181818181818,1.835030286458475
A_6,14,-2.069074945195083,0.9688240771467713,0.2653742720595857,0.0071189047376296714,0.14277852393015747,0.00464086184132607,5.019806500764166,2.885351110722971,0.13565927517844997,0.058289112195539394,0,1,6.568181818181818,2.0161871368562303
A_6,15,-0.5050871421471669,0.6899351750325657,0.26202124176282937,0.011409667657424728,0.1413266703950305,0.006967686703039016,4.697199199001275,2.729568170777288,0.13138116975231803,0.056694782828309656,0,1,6.2727272727272725,1.7167253354507344
A_6,16,-0.051732052657681576,0.568962806473496,0.23852831546147735,0.005338841783065279,0.1279044354988424,0.00531110641417891,5.223016823262916,3.067050153206256,0.11231102650111738,0.0558996283714327,0,1,6.681818181818182,1.7087017684824999
A_6,17,2.0104064348387554,1.0744485170715807,0.19208332232654438,0.027327031491551287,0.10627439154017061,0.014730979458298408,4.541887718681335,2.922119875821497,0.1552684615496592,0.08667335253373501,0,1,6.136363636363637,2.0639869871920453
A_8,1,-3.5563720231043017,0.812533869128191,0.2841569561322982,0.013734237925052567,0.16753804629972904,0.015063125257200142,5.664144459176879,3.4653621707179734,0.21330554562229145,0.09872899932872448,0,0,4.113636363636363,2.059757369894081
A_8,2,-5.062971982772618,0.582616303144865,0.2823119613559672,0.025006675363930784,0.16485514041544497,0.019393657669688865,7.176243003619939,4.3997674267553615,0.3184569265151654,0.14324566913984405,0,0,3.0,1.8172301949382605
A_8,3,-6.5381934059777755,1.4754328637218141,0.2697044117545414,0.03702908643325767,0.16598996601425767,0.024764107212561934,3.6474118321836375,2.1142823182486845,0.3057267271045404,0.14124172557278253,0,0,3.772727272727273,1.8409254038376228
A_8,4,-1.7667352160434715,1.4143767739783872,0.34205180819462616,0.030380228278772865,0.18822669842363873,0.015590210699422081,3.6225097039665357,2.7985222609842584,0.34498132095295025,0.16295777129280425,0,0,3.6136363636363638,1.8327246090453475
A_8,5,-3.274300931243159,2.241934879816635,0.30129631142821606,0.023973603260680498,0.16405613673610067,0.011581370975237261,5.385702050268869,4.4785386368467694,0.29326205395603117,0.1803808272585468,0,0,3.5454545454545454,1.9819481308133855
A_8,6,-8.97620913760338,4.322632571357755,0.2839202362154745,0.041579984514884316,0.1682983383217435,0.019388247639088505,6.1429823195373,5.357543293825046,0.3300014164208674,0.12088842099369017,0,0,3.8636363636363638,1.850089992668604
A_8,7,-7.857978113846666,3.5291203888770863,0.28272882007287464,0.025355095339692033,0.16200198921280345,0.021974339178026978,3.4071154352369577,2.9321446999199927,0.2696499248237842,0.12638257073687287,0,0,3.372093023255814,1.8519392129018435
A_8,8,-0.1733309032900624,1.2303706908953598,0.2799614884598578,0.025102151515245058,0.13720655314796174,0.028483088718250393,7.57862538023077,4.2769905488589,0.28434154070423595,0.12676863006565647,0,0,3.25,1.713489571496689
A_8,9,-3.6702104533072837,0.9211870655327267,0.24182073342474447,0.04271126797079932,0.12952765361051885,0.023175161568861912,2.342290945576489,1.2516860431767816,0.3783475889861683,0.1168316599699912,0,0,3.8636363636363638,2.0299032980851988
A_8,10,-6.907958345639961,0.7820529025828336,0.14646276771378228,0.02419838480154521,0.08363371035483406,0.012947456015405461,5.747451118196065,4.251105093772623,0.3385443270151631,0.15029727340176874,0,0,4.045454545454546,2.1776298770926994
A_8,11,-1.9983199904480917,2.617071119711394,0.11206549423010523,0.017890045288098972,0.07938338246437768,0.008626464900298898,3.8698890789252327,3.6699208804262153,0.31275153994981036,0.15884872362824226,0,0,4.0,2.2619193331698284
A_8,12,0.23799318536926864,0.5480441315910988,0.09011743062354943,0.010742173181524749,0.05420027991860918,0.008850628062467314,4.20437962469637,3.3926994086331828,0.2816350001940889,0.1494551379834912,0,0,5.681818181818182,2.8183182126170054
A_8,13,0.258202124504747,0.5274308947589376,0.09788539847387336,0.016344401780486822,0.06014470284470635,0.010765924509910534,4.10873484750933,3.231591344245859,0.24823837206700577,0.1411614207347267,0,0,5.795454545454546,2.49258943955175
A_8,14,-1.466889057768451,0.6761986554660198,0.123342694403382,0.010908490458123919,0.0770234638835758,0.005320637744118007,3.5531363544958596,2.7656263596305513,0.328428059762109,0.16067200594633643,0,0,5.159090909090909,2.7529534399815287
A_8,15,-1.709956512720339,1.8269961919787379,0.1921457838076598,0.03823362209268032,0.1216569071099429,0.02805015214150674,3.9913369472183637,3.046292408471505,0.298289909199001,0.1472946154073838,0,0,4.136363636363637,1.959958579188679
A_8,16,-4.92539988414544,1.441715334638508,0.25245789706904476,0.01503517489636232,0.1414074496544607,0.017353508182449646,6.265067972483727,4.516625756118454,0.2939857058609545,0.13953935353507782,0,0,3.659090909090909,1.8292606438589467
A_8,17,-10.377574962217526,2.7274031967414993,0.24180649324845824,0.01740752798858512,0.1378315792923753,0.013753838340769977,5.716128363509466,3.9982106842281606,0.3884431059352144,0.12363491843819048,0,0,3.659090909090909,1.9040126760641871
A_8,18,-8.955216453082675,1.5758844742756757,0.24188922221664552,0.0390808622952191,0.13127096796955745,0.026144655509339094,4.555219504298193,3.220935746872382,0.33200795066870087,0.14207184886861135,0,0,3.909090909090909,1.8149019041744099
A_8,19,-8.3481241868327,2.365999633255373,0.24094618945356888,0.037023172858467734,0.13183860214969764,0.013648907516700582,2.5868948217114456,1.5917637012516481,0.3983000553834637,0.16811042502474804,0,0,3.227272727272727,1.8154842567978278
A_8,20,-8.518585574683053,3.36155023946027,0.26693414048425473,0.026053913186729602,0.1607267746759285,0.031647420416252375,4.593236384110531,3.710187292144106,0.3015546534412517,0.13259310111838482,0,0,3.2045454545454546,1.6923843844891089
A_8,21,-4.027832186195524,0.9803320834246113,0.30776917585900726,0.012332516285296568,0.16510653364003722,0.02803756339181001,7.613142343073048,3.4734798096711232,0.27875896939048145,0.12526628356569014,0,0,2.8863636363636362,1.88279738799169
A_8,22,-6.282738568604777,0.41466331382443494,0.24375676844738922,0.04327700037790932,0.13075427656469965,0.013860188492232852,3.081918380392819,2.5626854299549247,0.34811076414267483,0.15507811969635407,0,0,2.977272727272727,1.9705817387275117
A_8,23,-5.1534595135008505,0.7162005087249336,0.2206873322968593,0.01688175966766785,0.12330785080082926,0.01376436579468375,6.041977759174258,3.9598425463456177,0.3052520946747909,0.14398573858551209,0,0,3.3636363636363638,1.6856564395318838
A_8,24,-4.219403563620074,1.8129125119718057,0.22359464753128827,0.025868468452499797,0.12102410059292389,0.014112156927730102,2.4920687011795666,2.0414219382298633,0.3919317645124655,0.1654172383807165,0,0,2.8636363636363638,1.4720798305404987
A_8,25,-1.653440300755468,1.1084169332604765,0.21269896603820154,0.026478543966781593,0.13157271959216127,0.012963726504833779,7.166836755903819,4.448631496307767,0.30537348760893035,0.14265275413982204,0,0,3.0,1.752075181566266
A_8,26,-1.303967612287451,1.9985999558307093,0.27700834702382354,0.018850073551079375,0.164791799282352,0.018686599019340295,6.167745912451494,4.091069741788697,0.209276268100826,0.09687414588442686,0,0,3.25,1.9062321291575588
A_8,27,-2.7748759544439965,3.9076646790829344,0.2895795351138168,0.06984936147700467,0.18560255773665854,0.05803617444760337,3.447229484615573,1.9572342211863156,0.26739988987745966,0.15383643916426856,0,0,3.0681818181818183,1.6760658153354695
A_8,28,-4.557950867041827,1.0895922694179272,0.609508364871826,0.13100160305507474,0.4692310730799064,0.14498293492008932,5.396689119011429,3.236774978636599,0.2961791458449326,0.11322461539085223,0,0,2.9545454545454546,1.964268553781332
A_9,1,-2.7770961544225425,1.3470699883765995,0.2885258099848144,0.03273208557269879,0.14857040346133946,0.012138146195667212,4.548784033391513,2.9940939186966413,0.20726107553948978,0.09441434520473793,0,0,4.340909090909091,1.9759387738629373
A_9,2,-2.8286994336633615,0.990499212701885,0.32138988379796024,0.022715964435754108,0.16103229262279303,0.030301165596571582,6.535261713160479,3.8897440456862635,0.1963327868057868,0.08244810445093612,0,0,5.340909090909091,1.7776805088494783
A_9,3,-6.093099455134387,3.7132772805712024,0.39855475828968223,0.052873616081971365,0.24150214685806784,0.04685658707748841,3.761858398580492,1.8526369788251555,0.2423748711091781,0.0863742756705794,0,0,5.704545454545454,1.9834143154477446
A_9,4,-9.164745812320735,6.037002409039508,0.6517666017572711,0.12433650856372908,0.45524329250737533,0.09810441443769129,7.534366631963889,4.203304130883827,0.2519897847142861,0.11100080588224334,0,0,5.069767441860465,1.9444101668655118
A_9,5,-2.6940029229376865,1.4068290570876822,0.3208621827691898,0.07000240456302277,0.18854033317079089,0.08615697537847965,5.941594581098898,3.6033555375792607,0.16794196157860355,0.09982699678804915,0,0,3.477272727272727,2.0172354598891644
A_9,6,-0.3226893780088474,0.5919069542374563,0.3468253188585356,0.16675021823416686,0.22994941048467735,0.11193491294308748,6.11610593373787,4.0321965405106015,0.23381803225605063,0.12254424029445349,0,0,4.181818181818182,2.2440901950195014
A_9,7,-0.7546958860465699,1.4228046633331388,0.2675697806885512,0.043355489091328143,0.16672986285891062,0.02659701539883554,6.365710432952,3.5160606050150665,0.18613208910082013,0.08847793530580211,0,0,4.7727272727272725,1.8026290408106116
A_9,8,-1.5485440998638433,1.530198740550498,0.29407777301956817,0.039571885835674156,0.1671722206588252,0.02872807049707241,3.9874116285758685,1.8837442285691537,0.19843802394848234,0.05463186866012249,0,0,5.136363636363637,2.0752238219539296
A_9,9,-3.0519749609705102,3.8439667522960503,0.35216409379656394,0.05978997418630155,0.19441803206325564,0.055830528474271064,7.986474442144398,3.3220676224761316,0.13336344345681722,0.07323728680829339,0,0,5.431818181818182,1.7573464043204499
A_9,10,-1.1559380719705612,1.503473101522257,0.30228968379160037,0.024891262015331154,0.1760699052488948,0.03205321751938257,4.925838511012455,3.9426969188825414,0.2457854526189985,0.10625919269309606,0,0,3.840909090909091,1.8670108159547922
A_9,11,-4.721025105731317,0.9477182230722357,0.3062942992047682,0.04102864601174211,0.17722580421005465,0.01080829115103626,4.6970339897526925,3.6219699689371994,0.31633818482076587,0.11253979202484087,0,0,3.3863636363636362,1.728232180392614
A_9,12,-5.447989944280177,0.5743731161791016,0.32096418932437004,0.024238336584393057,0.1804394963873089,0.027787507610709167,4.841893133440402,3.423621631603955,0.24665060118989085,0.1283720499370273,0,0,3.2045454545454546,1.9117694890548866
A_9,13,-4.561558522157063,1.3298990441057341,0.3724717116905362,0.019814724807636335,0.1937285494217777,0.03043834434890307,5.262206572893601,2.7916413436606446,0.1647569330020998,0.08509403621396977,0,0,3.5454545454545454,2.0624499481401988
A_9,14,-4.420509149860269,0.9821783444124133,0.32395547987361495,0.024269984028044048,0.1666103839685689,0.027634817171990466,5.616738370282038,3.321872373715574,0.16945117581994834,0.08369452737785328,0,0,3.3636363636363638,1.511058601527944
A_9,15,-4.64211083799641,0.901529163004517,0.3307312039258085,0.01420695459185617,0.19575917780315596,0.024774512600928486,6.221741947555173,4.412568243206876,0.3050664699984161,0.11433491568658424,0,0,3.840909090909091,1.8165029246506237
