Player,Group,DavisPerspective,WattsSelf,WattsOthers,WattsWorld,WattsTotal,Duration,Manual,Emerged
A1.1,A_1,3.142857142857143,80.0,39.16666666666666,63.57142857142857,60.91269841269841,76.5,0,1
A1.2,A_1,3.571428571428572,50.0,26.5,48.0,41.5,76.5,0,1
A1.4,A_1,3.4285714285714284,54.16666666666666,79.16666666666667,50.0,61.11111111111112,76.5,0,1
A1.5,A_1,4.142857142857143,53.333333333333336,70.0,82.85714285714286,68.73015873015873,76.5,0,1
A1.6,A_1,3.4285714285714284,99.0,62.5,0.4285714285714285,53.97619047619048,76.5,0,1
A1.7,A_1,3.2857142857142856,36.66666666666666,83.33333333333333,24.285714285714285,48.095238095238095,76.5,0,1
A1.8,A_1,2.857142857142857,22.5,60.833333333333336,16.428571428571427,33.25396825396826,76.5,0,1
A1.9,A_1,2.7857142857142856,45.0,88.33333333333333,17.142857142857142,50.15873015873015,76.5,0,1
A1.10,A_1,2.857142857142857,22.83333333333333,80.0,10.0,37.61111111111111,76.5,0,1
A2.1,A_2,3.0,80.0,83.33333333333333,50.0,71.1111111111111,243.16666666666666,1,0
A2.2,A_2,3.0,16.666666666666668,78.33333333333333,51.42857142857143,48.80952380952382,243.16666666666666,1,0
A2.3,A_2,3.0,3.333333333333333,67.83333333333333,1.8571428571428568,24.34126984126984,243.16666666666666,1,0
A2.4,A_2,2.857142857142857,26.666666666666668,82.5,54.285714285714285,54.48412698412699,243.16666666666666,1,0
A2.5,A_2,2.857142857142857,69.16666666666667,69.16666666666667,66.42857142857143,68.25396825396825,243.16666666666666,1,0
A2.6,A_2,4.0,26.666666666666668,61.66666666666666,50.0,46.11111111111111,243.16666666666666,1,0
A2.7,A_2,3.571428571428572,40.0,65.0,52.85714285714285,52.61904761904762,243.16666666666666,1,0
A2.8,A_2,3.857142857142857,23.33333333333333,53.333333333333336,22.857142857142858,33.17460317460318,243.16666666666666,1,0
A2.9,A_2,3.2857142857142856,78.33333333333333,40.0,47.142857142857146,55.15873015873016,243.16666666666666,1,0
A2.10,A_2,3.2857142857142856,65.83333333333333,25.0,38.57142857142857,43.13492063492063,243.16666666666666,1,0
A3.1,A_3,2.2857142857142856,55.0,98.33333333333331,37.142857142857146,63.49206349206349,47.916666666666664,0,1
A3.2,A_3,3.857142857142857,41.66666666666666,85.83333333333333,25.0,50.833333333333336,47.916666666666664,0,1
A3.4,A_3,3.7142857142857135,38.333333333333336,93.33333333333331,40.0,57.22222222222222,47.916666666666664,0,1
A3.5,A_3,2.4285714285714284,45.0,80.0,30.0,51.66666666666666,47.916666666666664,0,1
A3.6,A_3,3.142857142857143,57.16666666666666,81.83333333333333,24.0,54.333333333333336,47.916666666666664,0,1
A4.1,A_4,3.4285714285714284,65.0,48.333333333333336,74.28571428571429,62.53968253968255,66.16666666666667,0,1
A4.3,A_4,3.4285714285714284,60.0,63.333333333333336,62.85714285714285,62.06349206349207,66.16666666666667,0,1
A4.4,A_4,3.2857142857142856,33.333333333333336,65.0,0.0,32.77777777777778,66.16666666666667,0,1
A4.5,A_4,3.142857142857143,55.0,60.0,54.285714285714285,56.42857142857142,66.16666666666667,0,1
A4.6,A_4,2.857142857142857,6.666666666666667,86.66666666666667,21.428571428571427,38.25396825396826,66.16666666666667,0,1
A4.7,A_4,3.571428571428572,46.66666666666666,53.5,1.0,33.72222222222222,66.16666666666667,0,1
A4.8,A_4,2.857142857142857,50.833333333333336,75.83333333333333,34.285714285714285,53.650793650793645,66.16666666666667,0,1
A5.1,A_5,3.4285714285714284,43.333333333333336,68.33333333333333,38.57142857142857,50.07936507936508,183.66666666666666,1,0
A5.2,A_5,3.0,50.0,86.66666666666667,17.142857142857142,51.26984126984127,183.66666666666666,1,0
A5.3,A_5,2.571428571428572,55.0,75.0,44.285714285714285,58.095238095238095,183.66666666666666,1,0
A5.4,A_5,3.4285714285714284,61.66666666666666,78.33333333333333,64.28571428571429,68.09523809523809,183.66666666666666,1,0
A5.5,A_5,4.0,63.333333333333336,63.333333333333336,45.71428571428572,57.46031746031746,183.66666666666666,1,0
A5.6,A_5,4.0,68.33333333333333,85.0,65.71428571428571,73.01587301587301,183.66666666666666,1,0
A5.7,A_5,3.7142857142857135,18.33333333333333,78.33333333333333,17.142857142857142,37.93650793650793,183.66666666666666,1,0
A5.8,A_5,3.2857142857142856,70.83333333333333,33.333333333333336,50.71428571428572,51.62698412698413,183.66666666666666,1,0
A5.9,A_5,3.7142857142857135,36.66666666666666,52.5,32.142857142857146,40.43650793650793,183.66666666666666,1,0
A6.1,A_6,3.571428571428572,31.666666666666668,79.16666666666667,25.0,45.27777777777778,195.66666666666666,0,1
A6.2,A_6,2.857142857142857,6.666666666666667,75.0,11.428571428571429,31.031746031746035,195.66666666666666,0,1
A6.3,A_6,3.7142857142857135,53.333333333333336,70.0,17.142857142857142,46.82539682539683,195.66666666666666,0,1
A6.4,A_6,4.142857142857143,15.0,76.66666666666667,17.142857142857142,36.26984126984127,195.66666666666666,0,1
A6.6,A_6,3.2857142857142856,28.33333333333333,56.66666666666666,20.714285714285715,35.23809523809524,195.66666666666666,0,1
A6.7,A_6,3.7142857142857135,65.83333333333333,78.33333333333333,31.428571428571427,58.531746031746025,195.66666666666666,0,1
A6.8,A_6,3.2857142857142856,49.333333333333336,67.16666666666667,27.142857142857142,47.88095238095238,195.66666666666666,0,1
A6.9,A_6,2.142857142857143,22.5,67.5,19.285714285714285,36.42857142857142,195.66666666666666,0,1
A6.10,A_6,2.571428571428572,31.666666666666668,67.5,16.714285714285715,38.62698412698413,195.66666666666666,0,1
A7.2,A_7,3.0,20.0,60.0,21.428571428571427,33.80952380952381,14.416666666666666,1,0
A7.3,A_7,2.857142857142857,12.5,71.66666666666667,15.714285714285714,33.29365079365079,14.416666666666666,1,0
A7.4,A_7,3.7142857142857135,70.0,61.66666666666666,17.142857142857142,49.6031746031746,14.416666666666666,1,0
A7.5,A_7,2.571428571428572,58.333333333333336,39.16666666666666,62.142857142857146,53.21428571428572,14.416666666666666,1,0
A7.6,A_7,4.0,6.666666666666667,83.33333333333333,10.714285714285714,33.57142857142857,14.416666666666666,1,0
A7.7,A_7,3.2857142857142856,18.33333333333333,75.0,12.142857142857142,35.15873015873016,14.416666666666666,1,0
A7.8,A_7,4.142857142857143,33.666666666666664,64.66666666666667,36.142857142857146,44.82539682539683,14.416666666666666,1,0
A7.9,A_7,3.0,60.833333333333336,45.833333333333336,51.42857142857143,52.6984126984127,14.416666666666666,1,0
A8.1,A_8,2.571428571428572,0.0,66.66666666666667,0.0,22.222222222222225,312.75,0,0
A8.2,A_8,3.857142857142857,23.33333333333333,75.0,17.142857142857142,38.49206349206349,312.75,0,0
A8.3,A_8,3.142857142857143,28.33333333333333,58.333333333333336,18.571428571428573,35.07936507936508,312.75,0,0
A8.4,A_8,3.571428571428572,56.66666666666666,80.0,61.42857142857143,66.03174603174602,312.75,0,0
A8.6,A_8,2.4285714285714284,28.33333333333333,73.33333333333333,21.428571428571427,41.03174603174603,312.75,0,0
A9.1,A_9,3.142857142857143,1.6666666666666667,58.333333333333336,0.7142857142857143,20.23809523809524,345.0833333333333,0,0
A9.2,A_9,4.428571428571429,100.0,33.333333333333336,100.0,77.77777777777779,345.0833333333333,0,0
A9.3,A_9,3.857142857142857,49.16666666666666,47.833333333333336,7.142857142857143,34.714285714285715,345.0833333333333,0,0
A9.4,A_9,2.571428571428572,38.333333333333336,44.16666666666666,54.285714285714285,45.595238095238095,345.0833333333333,0,0
A9.5,A_9,3.4285714285714284,18.33333333333333,60.0,30.714285714285715,36.34920634920635,345.0833333333333,0,0
A9.6,A_9,2.857142857142857,13.333333333333334,76.66666666666667,24.285714285714285,38.095238095238095,345.0833333333333,0,0
A9.8,A_9,2.142857142857143,10.0,83.33333333333333,44.285714285714285,45.87301587301587,345.0833333333333,0,0
A9.9,A_9,3.4285714285714284,10.0,51.66666666666666,10.0,23.88888888888889,345.0833333333333,0,0
A9.10,A_9,2.4285714285714284,56.66666666666666,73.33333333333333,52.142857142857146,60.71428571428572,345.0833333333333,0,0
,A_10,,,,,,95.0,0,1
B1.1,B_1,3.857142857142857,55.833333333333336,70.83333333333333,51.42857142857143,59.36507936507936,210.33333333333334,0,1
B1.2,B_1,3.7142857142857135,66.66666666666667,91.66666666666669,32.857142857142854,63.730158730158735,210.33333333333334,0,1
B1.3,B_1,2.4285714285714284,7.5,60.833333333333336,1.4285714285714286,23.253968253968257,210.33333333333334,0,1
B1.4,B_1,2.571428571428572,2.1666666666666665,30.83333333333333,9.0,14.0,210.33333333333334,0,1
B1.5,B_1,3.2142857142857144,6.666666666666667,76.66666666666667,19.285714285714285,34.20634920634921,210.33333333333334,0,1
B1.6,B_1,2.2857142857142856,60.833333333333336,45.833333333333336,57.142857142857146,54.60317460317461,210.33333333333334,0,1
B2.1,B_2,3.571428571428572,41.66666666666666,42.5,22.857142857142858,35.67460317460317,89.33333333333333,0,0
B2.2,B_2,3.0,10.0,41.66666666666666,12.857142857142858,21.507936507936503,89.33333333333333,0,0
B2.3,B_2,3.857142857142857,35.0,66.66666666666667,15.857142857142858,39.17460317460318,89.33333333333333,0,0
B2.4,B_2,3.2857142857142856,26.666666666666668,60.0,22.857142857142858,36.50793650793651,89.33333333333333,0,0
B2.5,B_2,4.285714285714286,6.666666666666667,58.333333333333336,0.0,21.666666666666668,89.33333333333333,0,0
B2.6,B_2,4.285714285714286,35.833333333333336,28.666666666666668,5.714285714285714,23.4047619047619,89.33333333333333,0,0
B3.1,B_3,3.7142857142857135,71.66666666666667,79.16666666666667,67.14285714285714,72.65873015873017,169.0,0,1
B3.2,B_3,3.2857142857142856,50.0,70.0,25.714285714285715,48.57142857142858,169.0,0,1
B3.3,B_3,2.857142857142857,85.0,85.0,55.0,75.0,169.0,0,1
B3.4,B_3,1.4285714285714286,35.0,8.333333333333334,0.0,14.444444444444445,169.0,0,1
B3.5,B_3,2.4285714285714284,4.833333333333333,83.33333333333333,45.71428571428572,44.62698412698413,169.0,0,1
B3.6,B_3,3.2857142857142856,28.33333333333333,83.33333333333333,2.857142857142857,38.17460317460317,169.0,0,1
B4.1,B_4,3.0,100.0,46.66666666666666,42.85714285714285,63.17460317460317,374.0833333333333,0,0
B4.3,B_4,3.0,45.0,60.0,47.142857142857146,50.71428571428572,374.0833333333333,0,0
B4.4,B_4,3.4285714285714284,60.833333333333336,80.0,27.142857142857142,55.99206349206349,374.0833333333333,0,0
B4.5,B_4,3.142857142857143,68.33333333333333,51.66666666666666,48.57142857142857,56.19047619047618,374.0833333333333,0,0
B4.6,B_4,4.285714285714286,46.66666666666666,75.33333333333333,75.28571428571429,65.76190476190476,374.0833333333333,0,0
B4.7,B_4,4.142857142857143,58.333333333333336,66.66666666666667,50.71428571428572,58.57142857142858,374.0833333333333,0,0
B4.8,B_4,3.142857142857143,32.5,50.5,40.142857142857146,41.04761904761904,374.0833333333333,0,0
B5.2,B_5,3.2857142857142856,18.33333333333333,71.66666666666667,8.571428571428571,32.857142857142854,335.75,0,0
B5.4,B_5,3.0,56.66666666666666,66.66666666666667,62.85714285714285,62.06349206349207,335.75,0,0
B5.5,B_5,3.0,70.83333333333333,98.33333333333331,28.571428571428573,65.91269841269842,335.75,0,0
B6.1,B_6,3.571428571428572,40.833333333333336,80.83333333333333,50.0,57.22222222222222,225.91666666666666,0,1
B6.2,B_6,3.571428571428572,52.91666666666666,63.66666666666666,8.571428571428571,41.71825396825397,225.91666666666666,0,1
B6.5,B_6,2.857142857142857,48.333333333333336,15.0,75.71428571428571,46.34920634920635,225.91666666666666,0,1
B6.6,B_6,3.571428571428572,25.0,71.66666666666667,38.57142857142857,45.07936507936508,225.91666666666666,0,1
B6.8,B_6,4.714285714285714,30.0,71.66666666666667,11.428571428571429,37.6984126984127,225.91666666666666,0,1
B6.9,B_6,4.142857142857143,100.0,63.333333333333336,97.85714285714286,87.06349206349206,225.91666666666666,0,1
B7.1,B_7,4.142857142857143,55.0,47.5,34.285714285714285,45.595238095238095,118.83333333333333,0,1
B7.2,B_7,4.0,53.333333333333336,66.66666666666667,54.285714285714285,58.095238095238095,118.83333333333333,0,1
B7.3,B_7,2.571428571428572,68.33333333333333,85.0,80.0,77.77777777777777,118.83333333333333,0,1
B7.4,B_7,4.142857142857143,83.0,65.0,98.42857142857144,82.14285714285715,118.83333333333333,0,1
B7.5,B_7,3.571428571428572,90.83333333333331,73.33333333333333,83.57142857142857,82.57936507936508,118.83333333333333,0,1
B7.6,B_7,3.7142857142857135,93.33333333333331,70.83333333333333,62.142857142857146,75.43650793650794,118.83333333333333,0,1
B7.7,B_7,3.4285714285714284,13.333333333333334,80.83333333333333,18.571428571428573,37.57936507936508,118.83333333333333,0,1
B8.1,B_8,3.4285714285714284,23.33333333333333,76.66666666666667,10.0,36.66666666666666,364.0,0,0
B8.2,B_8,3.2857142857142856,26.666666666666668,56.66666666666666,35.714285714285715,39.68253968253968,364.0,0,0
B8.3,B_8,3.4285714285714284,30.83333333333333,62.833333333333336,43.57142857142857,45.74603174603175,364.0,0,0
B8.4,B_8,3.571428571428572,56.66666666666666,71.66666666666667,75.71428571428571,68.01587301587301,364.0,0,0
B8.5,B_8,2.642857142857143,48.333333333333336,66.66666666666667,71.42857142857143,62.142857142857146,364.0,0,0
B8.6,B_8,3.0,8.333333333333334,58.333333333333336,8.571428571428571,25.07936507936508,364.0,0,0
B8.7,B_8,3.142857142857143,59.16666666666666,20.0,24.285714285714285,34.48412698412698,364.0,0,0
B8.8,B_8,2.142857142857143,40.833333333333336,48.333333333333336,65.71428571428571,51.62698412698413,364.0,0,0
B9.1,B_9,2.857142857142857,96.66666666666669,36.66666666666666,52.85714285714285,62.06349206349207,216.58333333333334,0,1
B9.2,B_9,3.857142857142857,75.0,55.0,61.42857142857143,63.80952380952382,216.58333333333334,0,1
B9.3,B_9,4.428571428571429,20.0,66.66666666666667,21.428571428571427,36.03174603174603,216.58333333333334,0,1
B9.4,B_9,3.7142857142857135,80.0,40.0,47.0,55.66666666666666,216.58333333333334,0,1
B9.5,B_9,3.571428571428572,41.66666666666666,46.66666666666666,20.0,36.11111111111111,216.58333333333334,0,1
B9.6,B_9,3.4285714285714284,76.66666666666667,53.333333333333336,77.14285714285714,69.04761904761905,216.58333333333334,0,1
B9.7,B_9,4.0,5.5,72.0,0.1428571428571428,25.88095238095238,216.58333333333334,0,1
B9.8,B_9,3.4285714285714284,26.666666666666668,64.16666666666667,36.42857142857143,42.420634920634924,216.58333333333334,0,1
B9.9,B_9,4.0,60.0,33.333333333333336,22.857142857142858,38.730158730158735,216.58333333333334,0,1
B10.1,B_10,3.571428571428572,48.5,64.0,43.71428571428572,52.07142857142858,277.0,0,1
B10.2,B_10,4.428571428571429,51.66666666666666,66.66666666666667,42.85714285714285,53.730158730158735,277.0,0,1
B10.3,B_10,3.571428571428572,45.0,46.66666666666666,0.0,30.555555555555557,277.0,0,1
B10.5,B_10,4.428571428571429,83.33333333333333,79.16666666666667,82.85714285714286,81.78571428571429,277.0,0,1
B10.6,B_10,4.142857142857143,0.0,58.333333333333336,0.0,19.444444444444446,277.0,0,1
B10.7,B_10,4.571428571428571,66.66666666666667,100.0,100.0,88.8888888888889,277.0,0,1
